date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:33:11	1266/1266	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ebe972-4f2%22	https://templates.envytheme.com/roose/default/assets/js/appear.min.js	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/js/appear.min.js	(from https://templates.envytheme.com/roose/default/index-3.html)
21:33:12	10263/10263	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ebe973-2817%22	https://templates.envytheme.com/roose/default/assets/js/odometer.min.js	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/js/odometer.min.js	(from https://templates.envytheme.com/roose/default/index-3.html)
21:33:13	15457/15457	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ebe973-3c61%22	https://templates.envytheme.com/roose/default/assets/js/jarallax.min.js	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/js/jarallax.min.js	(from https://templates.envytheme.com/roose/default/index-3.html)
21:33:14	33529/33529	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ebe972-82f9%22	https://templates.envytheme.com/roose/default/assets/js/bootstrap-datepicker.min.js	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/js/bootstrap-datepicker.min.js	(from https://templates.envytheme.com/roose/default/index-3.html)
21:33:15	28935/28935	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ebe973-7107%22	https://templates.envytheme.com/roose/default/assets/js/mixitup.min.js	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/js/mixitup.min.js	(from https://templates.envytheme.com/roose/default/index-3.html)
21:33:15	1061/1061	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ebe972-425%22	https://templates.envytheme.com/roose/default/assets/js/before-after.min.js	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/js/before-after.min.js	(from https://templates.envytheme.com/roose/default/index-3.html)
21:33:16	6055/6055	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ebe973-17a7%22	https://templates.envytheme.com/roose/default/assets/js/form-validator.min.js	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/js/form-validator.min.js	(from https://templates.envytheme.com/roose/default/index-3.html)
21:33:17	2058/2058	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ebe972-80a%22	https://templates.envytheme.com/roose/default/assets/js/contact-form-script.js	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/js/contact-form-script.js	(from https://templates.envytheme.com/roose/default/index-3.html)
21:33:17	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ebe971-94d%22	https://templates.envytheme.com/roose/default/assets/js/ajaxchimp.min.js	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/js/ajaxchimp.min.js	(from https://templates.envytheme.com/roose/default/index-3.html)
21:33:18	9446/9446	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260ebe973-24e6%22	https://templates.envytheme.com/roose/default/assets/js/custom.js	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/js/custom.js	(from https://templates.envytheme.com/roose/default/index-3.html)
21:33:19	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Aug%202023%2018:33:20%20GMT	https://templates.envytheme.com/roose/default/assets/css/owl.video.play.png	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/css/owl.video.play.png	(from https://templates.envytheme.com/roose/default/assets/css/owl.carousel.min.css)
21:33:21	403228/403228	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2260ebe96d-6271c%22	https://templates.envytheme.com/roose/default/assets/fonts/remixicon.eot?t=1590207869815	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/remixicondf6d.eot	(from https://templates.envytheme.com/roose/default/assets/css/remixicon.css)
21:33:22	125268/125268	---M--	200	added ('OK')	application/octet-stream	etag:%2260ebe96d-1e954%22	https://templates.envytheme.com/roose/default/assets/fonts/remixicon.woff2?t=1590207869815	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/remixicondf6d.woff2	(from https://templates.envytheme.com/roose/default/assets/css/remixicon.css)
21:33:23	172876/172876	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2260ebe96d-2a34c%22	https://templates.envytheme.com/roose/default/assets/fonts/remixicon.woff?t=1590207869815	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/remixicondf6d.woff	(from https://templates.envytheme.com/roose/default/assets/css/remixicon.css)
21:33:24	403056/403056	---M--	200	added ('OK')	application/octet-stream	etag:%2260ebe96c-62670%22	https://templates.envytheme.com/roose/default/assets/fonts/remixicon.ttf?t=1590207869815	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/remixicondf6d.ttf	(from https://templates.envytheme.com/roose/default/assets/css/remixicon.css)
21:33:24	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Aug%202023%2018:33:25%20GMT	https://templates.envytheme.com/roose/default/assets/fonts/remixicon.svg?t=1590207869815	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/remixicondf6d.svg	(from https://templates.envytheme.com/roose/default/assets/css/remixicon.css)
21:33:24	6790/6790	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2260ebe96b-1a86%22	https://templates.envytheme.com/roose/default/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/Flaticon.eot	(from https://templates.envytheme.com/roose/default/assets/css/flaticon.css)
21:33:25	6790/6790	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2260ebe96b-1a86%22	https://templates.envytheme.com/roose/default/assets/fonts/Flaticon.eot?	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/Flaticond41d.eot	(from https://templates.envytheme.com/roose/default/assets/css/flaticon.css)
21:33:26	3660/3660	---M--	200	added ('OK')	application/octet-stream	etag:%2260ebe96c-e4c%22	https://templates.envytheme.com/roose/default/assets/fonts/Flaticon.woff2	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/Flaticon.woff2	(from https://templates.envytheme.com/roose/default/assets/css/flaticon.css)
21:33:27	4480/4480	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2260ebe96b-1180%22	https://templates.envytheme.com/roose/default/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/Flaticon.woff	(from https://templates.envytheme.com/roose/default/assets/css/flaticon.css)
21:33:28	6612/6612	---M--	200	added ('OK')	application/octet-stream	etag:%2260ebe96b-19d4%22	https://templates.envytheme.com/roose/default/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/Flaticon.ttf	(from https://templates.envytheme.com/roose/default/assets/css/flaticon.css)
21:33:29	41390/41390	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260ebe96b-a1ae%22	https://templates.envytheme.com/roose/default/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/fonts/Flaticon.svg	(from https://templates.envytheme.com/roose/default/assets/css/flaticon.css)
21:33:30	27738/27738	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe96f-6c5a%22	https://templates.envytheme.com/roose/default/assets/images/logo-bg.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/logo-bg.jpg	(from https://templates.envytheme.com/roose/default/assets/css/style.css)
21:33:31	253403/253403	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe975-3dddb%22	https://templates.envytheme.com/roose/default/assets/images/banner/banner-bg.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/banner/banner-bg.jpg	(from https://templates.envytheme.com/roose/default/assets/css/style.css)
21:33:32	248351/248351	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe997-3ca1f%22	https://templates.envytheme.com/roose/default/assets/images/slider-bg/slider-bg-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/slider-bg/slider-bg-1.jpg	(from https://templates.envytheme.com/roose/default/assets/css/style.css)
21:33:33	241797/241797	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe998-3b085%22	https://templates.envytheme.com/roose/default/assets/images/slider-bg/slider-bg-2.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/slider-bg/slider-bg-2.jpg	(from https://templates.envytheme.com/roose/default/assets/css/style.css)
21:33:34	235129/235129	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe99a-39679%22	https://templates.envytheme.com/roose/default/assets/images/slider-bg/slider-bg-3.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/slider-bg/slider-bg-3.jpg	(from https://templates.envytheme.com/roose/default/assets/css/style.css)
21:33:35	358466/358466	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe96f-57842%22	https://templates.envytheme.com/roose/default/assets/images/counter-bg.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/counter-bg.jpg	(from https://templates.envytheme.com/roose/default/assets/css/style.css)
21:33:36	105473/105473	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe96e-19c01%22	https://templates.envytheme.com/roose/default/assets/images/choose-us-from-bg.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/choose-us-from-bg.jpg	(from https://templates.envytheme.com/roose/default/assets/css/style.css)
21:33:37	261432/261432	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe985-3fd38%22	https://templates.envytheme.com/roose/default/assets/images/page-title-bg/page-title-bg-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/page-title-bg/page-title-bg-1.jpg	(from https://templates.envytheme.com/roose/default/assets/css/style.css)
21:33:38	4754/4754	---M--	200	added ('OK')	image/png	etag:%2260ebe970-1292%22	https://templates.envytheme.com/roose/default/assets/images/red-logo.png	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/red-logo.png	(from https://templates.envytheme.com/roose/default/my-account.html)
21:33:38	2041/2041	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe980-7f9%22	https://templates.envytheme.com/roose/default/assets/images/cart/cart-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/cart/cart-1.jpg	(from https://templates.envytheme.com/roose/default/cart.html)
21:33:39	1590/1590	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe980-636%22	https://templates.envytheme.com/roose/default/assets/images/cart/cart-2.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/cart/cart-2.jpg	(from https://templates.envytheme.com/roose/default/cart.html)
21:33:40	1851/1851	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe981-73b%22	https://templates.envytheme.com/roose/default/assets/images/cart/cart-3.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/cart/cart-3.jpg	(from https://templates.envytheme.com/roose/default/cart.html)
21:33:41	1498/1498	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe981-5da%22	https://templates.envytheme.com/roose/default/assets/images/cart/cart-4.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/cart/cart-4.jpg	(from https://templates.envytheme.com/roose/default/cart.html)
21:33:42	2362/2362	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe981-93a%22	https://templates.envytheme.com/roose/default/assets/images/cart/cart-5.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/cart/cart-5.jpg	(from https://templates.envytheme.com/roose/default/cart.html)
21:33:43	125149/125149	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe975-1e8dd%22	https://templates.envytheme.com/roose/default/assets/images/banner/banner-img.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/banner/banner-img.jpg	(from https://templates.envytheme.com/roose/default/index.html)
21:33:43	40546/40546	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe96e-9e62%22	https://templates.envytheme.com/roose/default/assets/images/about-img-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/about-img-1.jpg	(from https://templates.envytheme.com/roose/default/index.html)
21:33:44	39743/39743	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe96e-9b3f%22	https://templates.envytheme.com/roose/default/assets/images/about-img-2.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/about-img-2.jpg	(from https://templates.envytheme.com/roose/default/index.html)
21:33:44	34262/34262	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98b-85d6%22	https://templates.envytheme.com/roose/default/assets/images/project/project-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/project/project-1.jpg	(from https://templates.envytheme.com/roose/default/index.html)
21:33:46	54773/54773	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98c-d5f5%22	https://templates.envytheme.com/roose/default/assets/images/project/project-4.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/project/project-4.jpg	(from https://templates.envytheme.com/roose/default/index.html)
21:33:46	103087/103087	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98c-192af%22	https://templates.envytheme.com/roose/default/assets/images/project/project-2.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/project/project-2.jpg	(from https://templates.envytheme.com/roose/default/index.html)
21:33:47	33943/33943	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98d-8497%22	https://templates.envytheme.com/roose/default/assets/images/project/project-5.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/project/project-5.jpg	(from https://templates.envytheme.com/roose/default/index.html)
21:33:48	41917/41917	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98c-a3bd%22	https://templates.envytheme.com/roose/default/assets/images/project/project-3.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/project/project-3.jpg	(from https://templates.envytheme.com/roose/default/index.html)
21:33:49	74650/74650	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98d-1239a%22	https://templates.envytheme.com/roose/default/assets/images/project/project-6.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/project/project-6.jpg	(from https://templates.envytheme.com/roose/default/index.html)
21:33:50	55457/55457	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe971-d8a1%22	https://templates.envytheme.com/roose/default/assets/images/testimonials-img.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/testimonials-img.jpg	(from https://templates.envytheme.com/roose/default/index.html)
21:33:51	192319/192319	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe96e-2ef3f%22	https://templates.envytheme.com/roose/default/assets/images/about-img-3.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/about-img-3.jpg	(from https://templates.envytheme.com/roose/default/index-2.html)
21:33:51	26201/26201	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe988-6659%22	https://templates.envytheme.com/roose/default/assets/images/product/product-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/product/product-1.jpg	(from https://templates.envytheme.com/roose/default/index-2.html)
21:33:52	8195/8195	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe988-2003%22	https://templates.envytheme.com/roose/default/assets/images/product/product-2.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/product/product-2.jpg	(from https://templates.envytheme.com/roose/default/index-2.html)
21:33:53	7960/7960	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe988-1f18%22	https://templates.envytheme.com/roose/default/assets/images/product/product-3.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/product/product-3.jpg	(from https://templates.envytheme.com/roose/default/index-2.html)
21:33:54	8433/8433	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe989-20f1%22	https://templates.envytheme.com/roose/default/assets/images/product/product-4.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/product/product-4.jpg	(from https://templates.envytheme.com/roose/default/index-2.html)
21:33:55	14137/14137	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe989-3739%22	https://templates.envytheme.com/roose/default/assets/images/product/product-5.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/product/product-5.jpg	(from https://templates.envytheme.com/roose/default/index-2.html)
21:33:55	8356/8356	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe989-20a4%22	https://templates.envytheme.com/roose/default/assets/images/product/product-6.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/product/product-6.jpg	(from https://templates.envytheme.com/roose/default/index-2.html)
21:33:56	6105/6105	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe989-17d9%22	https://templates.envytheme.com/roose/default/assets/images/product/product-7.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/product/product-7.jpg	(from https://templates.envytheme.com/roose/default/index-2.html)
21:33:57	9326/9326	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98a-246e%22	https://templates.envytheme.com/roose/default/assets/images/product/product-8.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/product/product-8.jpg	(from https://templates.envytheme.com/roose/default/index-2.html)
21:33:58	196589/196589	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98e-2ffed%22	https://templates.envytheme.com/roose/default/assets/images/projects-details/services-details-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/projects-details/services-details-1.jpg	(from https://templates.envytheme.com/roose/default/projects-details.html)
21:33:59	206705/206705	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe978-32771%22	https://templates.envytheme.com/roose/default/assets/images/before-after/before-img-2.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/before-after/before-img-2.jpg	(from https://templates.envytheme.com/roose/default/projects-details.html)
21:34:00	101804/101804	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe976-18dac%22	https://templates.envytheme.com/roose/default/assets/images/before-after/after-img-2.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/before-after/after-img-2.jpg	(from https://templates.envytheme.com/roose/default/projects-details.html)
21:34:00	69379/69379	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe99c-10f03%22	https://templates.envytheme.com/roose/default/assets/images/team/team-5.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/team/team-5.jpg	(from https://templates.envytheme.com/roose/default/team.html)
21:34:02	57056/57056	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe99c-dee0%22	https://templates.envytheme.com/roose/default/assets/images/team/team-6.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/team/team-6.jpg	(from https://templates.envytheme.com/roose/default/team.html)
21:34:03	56251/56251	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe99c-dbbb%22	https://templates.envytheme.com/roose/default/assets/images/team/team-7.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/team/team-7.jpg	(from https://templates.envytheme.com/roose/default/team.html)
21:34:04	23856/23856	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe99d-5d30%22	https://templates.envytheme.com/roose/default/assets/images/team/team-8.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/team/team-8.jpg	(from https://templates.envytheme.com/roose/default/team.html)
21:34:04	15415/15415	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe970-3c37%22	https://templates.envytheme.com/roose/default/assets/images/partner-details-img.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/partner-details-img.jpg	(from https://templates.envytheme.com/roose/default/partner-details.html)
21:34:05	29693/29693	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe993-73fd%22	https://templates.envytheme.com/roose/default/assets/images/services/services-7.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/services/services-7.jpg	(from https://templates.envytheme.com/roose/default/services.html)
21:34:07	75157/75157	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe993-12595%22	https://templates.envytheme.com/roose/default/assets/images/services/services-8.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/services/services-8.jpg	(from https://templates.envytheme.com/roose/default/services.html)
21:34:07	51071/51071	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe993-c77f%22	https://templates.envytheme.com/roose/default/assets/images/services/services-9.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/services/services-9.jpg	(from https://templates.envytheme.com/roose/default/services.html)
21:34:09	448715/448715	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe995-6d8cb%22	https://templates.envytheme.com/roose/default/assets/images/services-details/services-details-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/services-details/services-details-1.jpg	(from https://templates.envytheme.com/roose/default/services-details.html)
21:34:09	17672/17672	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98b-4508%22	https://templates.envytheme.com/roose/default/assets/images/product-details/product-details.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/product-details/product-details.jpg	(from https://templates.envytheme.com/roose/default/product-details.html)
21:34:10	4688/4688	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98f-1250%22	https://templates.envytheme.com/roose/default/assets/images/recent-blog/recent-blog-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/recent-blog/recent-blog-1.jpg	(from https://templates.envytheme.com/roose/default/blog.html)
21:34:11	5694/5694	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe98f-163e%22	https://templates.envytheme.com/roose/default/assets/images/recent-blog/recent-blog-2.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/recent-blog/recent-blog-2.jpg	(from https://templates.envytheme.com/roose/default/blog.html)
21:34:12	5537/5537	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe990-15a1%22	https://templates.envytheme.com/roose/default/assets/images/recent-blog/recent-blog-3.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/recent-blog/recent-blog-3.jpg	(from https://templates.envytheme.com/roose/default/blog.html)
21:34:13	178055/178055	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe97c-2b787%22	https://templates.envytheme.com/roose/default/assets/images/blog/blog-4.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/blog/blog-4.jpg	(from https://templates.envytheme.com/roose/default/blog-grid.html)
21:34:15	156527/156527	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe97d-2636f%22	https://templates.envytheme.com/roose/default/assets/images/blog/blog-5.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/blog/blog-5.jpg	(from https://templates.envytheme.com/roose/default/blog-grid.html)
21:34:15	101157/101157	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe97d-18b25%22	https://templates.envytheme.com/roose/default/assets/images/blog/blog-6.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/blog/blog-6.jpg	(from https://templates.envytheme.com/roose/default/blog-grid.html)
21:34:16	117015/117015	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe97e-1c917%22	https://templates.envytheme.com/roose/default/assets/images/blog-details/blog-details-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/blog-details/blog-details-1.jpg	(from https://templates.envytheme.com/roose/default/blog-details.html)
21:34:16	3295/3295	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe97f-cdf%22	https://templates.envytheme.com/roose/default/assets/images/blog-details/comment-1.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/blog-details/comment-1.jpg	(from https://templates.envytheme.com/roose/default/blog-details.html)
21:34:17	2923/2923	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe97f-b6b%22	https://templates.envytheme.com/roose/default/assets/images/blog-details/comment-2.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/blog-details/comment-2.jpg	(from https://templates.envytheme.com/roose/default/blog-details.html)
21:34:18	2866/2866	---M--	200	added ('OK')	image/jpeg	etag:%2260ebe97f-b32%22	https://templates.envytheme.com/roose/default/assets/images/blog-details/comment-3.jpg	C:/My%20Web%20Sites/a4/templates.envytheme.com/roose/default/assets/images/blog-details/comment-3.jpg	(from https://templates.envytheme.com/roose/default/blog-details.html)
